,Symbol,Company name,Security type,ISIN code,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,hashtags,cashtags
225,A8G,AUSTRALASIAN METALS,ORDINARY FULLY PAID,AU0000141137,,,,,,,,,,#A8G,$A8G
226,AYM,AUSTRALIA UNITED MIN,ORDINARY FULLY PAID,AU000000AYM8,,,,,,,,,,#AYM,$AYM
227,AAP,AUSTRALIAN AGRI LTD,ORDINARY FULLY PAID,AU000000AAP1,,,,,,,,,,#AAP,$AAP
228,AAC,AUSTRALIAN AGRICULT.,ORDINARY FULLY PAID,AU000000AAC9,,,,,,,,,,#AAC,$AAC
229,AEF,AUSTRALIAN ETHICAL,ORDINARY FULLY PAID,AU000000AEF4,,,,,,,,,,#AEF,$AEF
230,AFI,AUSTRALIAN FOUNDAT.,ORDINARY FULLY PAID,AU000000AFI5,,,,,,,,,,#AFI,$AFI
231,AUZ,AUSTRALIAN MINES LTD,ORDINARY FULLY PAID,AU000000AUZ8,,,,,,,,,,#AUZ,$AUZ
232,API,AUSTRALIAN PHARM.,ORDINARY FULLY PAID,AU000000API4,,,,,,,,,,#API,$API
233,ASQ,AUSTRALIAN SILICA,ORDINARY FULLY PAID,AU0000066169,,,,,,,,,,#ASQ,$ASQ
234,AUI,AUSTRALIAN UNITED IN,ORDINARY FULLY PAID,AU000000AUI4,,,,,,,,,,#AUI,$AUI
235,ATS,AUSTRALIS OIL & GAS,ORDINARY FULLY PAID,AU000000ATS5,,,,,,,,,,#ATS,$ATS
236,AR1,AUSTRALRESOURCES,ORDINARY FULLY PAID,AU0000175838,,,,,,,,,,#AR1,$AR1
237,AR3,AUSTRARE,ORDINARY FULLY PAID,AU0000154684,,,,,,,,,,#AR3,$AR3
238,ABA,AUSWIDE BANK LTD,ORDINARY FULLY PAID,AU000000ABA1,,,,,,,,,,#ABA,$ABA
239,AUT,AUTECO MINERALS,ORDINARY FULLY PAID,AU0000031734,,,,,,,,,,#AUT,$AUT
240,ASG,AUTOSPORTS GRP LTD.,ORDINARY FULLY PAID,AU000000ASG2,,,,,,,,,,#ASG,$ASG
241,AVA,AVA RISK GROUP LTD,ORDINARY FULLY PAID,AU0000010845,,,,,,,,,,#AVA,$AVA
242,AVD,AVADA GROUP LIMITED,ORDINARY FULLY PAID,AU0000187932,,,,,,,,,,#AVD,$AVD
243,AVE,AVECHO BIOTECH LTD,ORDINARY FULLY PAID,AU0000047441,,,,,,,,,,#AVE,$AVE
244,AEV,AVENIRA LIMITED,ORDINARY FULLY PAID,AU000000AEV1,,,,,,,,,,#AEV,$AEV
245,AVW,AVIRA RESOURCES LTD,ORDINARY FULLY PAID,AU000000AVW3,,,,,,,,,,#AVW,$AVW
246,AVJ,AVJENNINGS LIMITED,ORDINARY FULLY PAID,AU000000AVJ0,,,,,,,,,,#AVJ,$AVJ
247,AVZ,AVZ MINERALS LTD,ORDINARY FULLY PAID,AU000000AVZ6,,,,,,,,,,#AVZ,$AVZ
248,AXI,AXIOM PROPERTIES,ORDINARY FULLY PAID,AU000000AXI8,,,,,,,,,,#AXI,$AXI
249,AXP,AXP ENERGY LTD,ORDINARY FULLY PAID,AU0000162950,,,,,,,,,,#AXP,$AXP
250,AZS,AZURE MINERALS,ORDINARY FULLY PAID,AU000000AZS2,,,,,,,,,,#AZS,$AZS
251,BBN,BABY BUNTING GRP LTD,ORDINARY FULLY PAID,AU000000BBN2,,,,,,,,,,#BBN,$BBN
252,BPP,BABYLON PUMP & POWER,ORDINARY FULLY PAID,AU000000BPP7,,,,,,,,,,#BPP,$BPP
253,BTI,BAILADOR TECH INV,ORDINARY FULLY PAID,AU000000BTI4,,,,,,,,,,#BTI,$BTI
254,BMM,BALKANMININGANDMIN,ORDINARY FULLY PAID,AU0000157455,,,,,,,,,,#BMM,$BMM
255,BMR,BALLYMORE RESOURCES,ORDINARY FULLY PAID,AU0000156796,,,,,,,,,,#BMR,$BMR
256,BOQ,BANK OF QUEENSLAND.,ORDINARY FULLY PAID,AU000000BOQ8,,,,,,,,,,#BOQ,$BOQ
257,BMN,BANNERMAN ENERGY LTD,ORDINARY FULLY PAID,AU000000BMN9,,,,,,,,,,#BMN,$BMN
258,BAP,BAPCOR LIMITED,ORDINARY FULLY PAID,AU000000BAP9,,,,,,,,,,#BAP,$BAP
259,BDC,BARDOC GOLD LTD,ORDINARY FULLY PAID,AU0000032377,,,,,,,,,,#BDC,$BDC
260,BGD,BARTONGOLDHOLDINGS,ORDINARY FULLY PAID,AU0000153215,,,,,,,,,,#BGD,$BGD
261,BSE,BASE RES LIMITED,ORDINARY FULLY PAID,AU000000BSE5,,,,,,,,,,#BSE,$BSE
262,BAS,BASS OIL LTD,ORDINARY FULLY PAID,AU000000BAS3,,,,,,,,,,#BAS,$BAS
263,BSR,BASSARI RESOURCES,ORDINARY FULLY PAID,AU000000BSR7,,,,,,,,,,#BSR,$BSR
264,BMO,BASTION MINERALS,ORDINARY FULLY PAID,AU0000136046,,,,,,,,,,#BMO,$BMO
265,BRL,BATHURST RES LTD.,ORDINARY FULLY PAID,NZBRLE0001S4,,,,,,,,,,#BRL,$BRL
266,BAT,BATTERY MINERALS LTD,ORDINARY FULLY PAID,AU000000BAT1,,,,,,,,,,#BAT,$BAT
267,BMH,BAUMART HOLDINGS LTD,ORDINARY FULLY PAID,AU000000BMH1,,,,,,,,,,#BMH,$BMH
268,BBX,BBX MINERALS LTD,ORDINARY FULLY PAID,AU000000BBX1,,,,,,,,,,#BBX,$BBX
269,BDX,BCALDIAGNOSTICS,ORDINARY FULLY PAID,AU0000160921,,,,,,,,,,#BDX,$BDX
270,BCI,BCI MINERALS LTD,ORDINARY FULLY PAID,AU000000BCI0,,,,,,,,,,#BCI,$BCI
271,BPT,BEACH ENERGY LIMITED,ORDINARY FULLY PAID,AU000000BPT9,,,,,,,,,,#BPT,$BPT
272,BLX,BEACON LIGHTING GRP,ORDINARY FULLY PAID,AU000000BLX0,,,,,,,,,,#BLX,$BLX
273,BCN,BEACON MINERALS,ORDINARY FULLY PAID,AU000000BCN0,,,,,,,,,,#BCN,$BCN
274,BCC,BEAM COMMUNICATIONS,ORDINARY FULLY PAID,AU0000031395,,,,,,,,,,#BCC,$BCC
275,BMT,BEAMTREE HOLDINGS,ORDINARY FULLY PAID,AU0000170979,,,,,,,,,,#BMT,$BMT
276,B4P,BEFOREPAY GROUP,ORDINARY FULLY PAID,AU0000190803,,,,,,,,,,#B4P,$B4P
277,BGA,BEGA CHEESE LTD,ORDINARY FULLY PAID,AU000000BGA8,,,,,,,,,,#BGA,$BGA
278,BRX,BELARAROXLIMITED,ORDINARY FULLY PAID,AU0000185852,,,,,,,,,,#BRX,$BRX
279,BFG,BELL FINANCIAL GROUP,ORDINARY FULLY PAID,AU000000BFG7,,,,,,,,,,#BFG,$BFG
280,BVR,BELLAVISTARESOURCES,ORDINARY FULLY PAID,AU0000216913,,,,,,,,,,#BVR,$BVR
281,BGL,BELLEVUE GOLD LTD,ORDINARY FULLY PAID,AU0000019374,,,,,,,,,,#BGL,$BGL
282,BEN,BENDIGO AND ADELAIDE,ORDINARY FULLY PAID,AU000000BEN6,,,,,,,,,,#BEN,$BEN
283,BHD,BENJAMIN HORNGLD LTD,ORDINARY FULLY PAID,AU000000BHD0,,,,,,,,,,#BHD,$BHD
284,BEL,BENTLEY CAPITAL LTD,ORDINARY FULLY PAID,AU000000BEL0,,,,,,,,,,#BEL,$BEL
285,BNZAA,BENZMINING,ORDINARY FULLY PAID,AU0000129173,,,,,,,,,,#BNZAA,$BNZAA
286,BKY,BERKELEY ENERGIA LTD,ORDINARY FULLY PAID,AU000000BKY0,,,,,,,,,,#BKY,$BKY
287,BST,BEST & LESS,ORDINARY FULLY PAID,AU0000160798,,,,,,,,,,#BST,$BST
288,BFC,BESTON GLOBAL LTD,ORDINARY FULLY PAID,AU000000BFC6,,,,,,,,,,#BFC,$BFC
289,BET,BETMAKERS TECH GROUP,ORDINARY FULLY PAID,AU0000050585,,,,,,,,,,#BET,$BET
290,BYI,BEYOND INTERNATIONAL,ORDINARY FULLY PAID,AU000000BYI4,,,,,,,,,,#BYI,$BYI
291,BHP,BHP GROUP LIMITED,ORDINARY FULLY PAID,AU000000BHP4,,,,,,,,,,#BHP,$BHP
292,BRI,BIG RIV INDUST LTD,ORDINARY FULLY PAID,AU000000BRI8,,,,,,,,,,#BRI,$BRI
293,BRV,BIG RIVER GOLD LTD,ORDINARY FULLY PAID,AU0000052060,,,,,,,,,,#BRV,$BRV
294,BTH,BIGTINCAN HLDGS LTD,ORDINARY FULLY PAID,AU000000BTH6,,,,,,,,,,#BTH,$BTH
295,BEX,BIKEEXCHANGE LTD,ORDINARY FULLY PAID,AU0000130130,,,,,,,,,,#BEX,$BEX
296,BID,BILL IDENTITY LTD,ORDINARY FULLY PAID,AU000000BID8,,,,,,,,,,#BID,$BID
297,BIM,BINDIMETALSLIMITED,ORDINARY FULLY PAID,AU0000217580,,,,,,,,,,#BIM,$BIM
298,BGT,BIO-GENE TECHNOLOGY,ORDINARY FULLY PAID,AU000000BGT8,,,,,,,,,,#BGT,$BGT
299,BIO,BIOME AUSTRALIA LTD,ORDINARY FULLY PAID,AU0000184137,,,,,,,,,,#BIO,$BIO
300,BNO,BIONOMICS LIMITED,ORDINARY FULLY PAID,AU000000BNO5,,,,,,,,,,#BNO,$BNO
301,BIT,BIOTRON LIMITED,ORDINARY FULLY PAID,AU000000BIT4,,,,,,,,,,#BIT,$BIT
302,BXN,BIOXYNE LTD,ORDINARY FULLY PAID,AU000000BXN6,,,,,,,,,,#BXN,$BXN
303,BIR,BIR FINANCIAL LTD,ORDINARY FULLY PAID,AU000000BIR8,,,,,,,,,,#BIR,$BIR
304,BDT,BIRDDOG,ORDINARY FULLY PAID,AU0000189987,,,,,,,,,,#BDT,$BDT
305,BIS,BISALLOY STEEL,ORDINARY FULLY PAID,AU000000BIS6,,,,,,,,,,#BIS,$BIS
306,BKI,BKI INVESTMENT LTD,ORDINARY FULLY PAID,AU000000BKI3,,,,,,,,,,#BKI,$BKI
307,BCA,BLACK CANYON LIMITED,ORDINARY FULLY PAID,AU0000141293,,,,,,,,,,#BCA,$BCA
308,BC8,BLACK CAT SYNDICATE,ORDINARY FULLY PAID,AU000000BC88,,,,,,,,,,#BC8,$BC8
309,BKT,BLACK ROCK MINING,ORDINARY FULLY PAID,AU000000BKT0,,,,,,,,,,#BKT,$BKT
310,BEM,BLACKEARTH MINERALS,ORDINARY FULLY PAID,AU000000BEM8,,,,,,,,,,#BEM,$BEM
311,BKL,BLACKMORES LIMITED,ORDINARY FULLY PAID,AU000000BKL7,,,,,,,,,,#BKL,$BKL
312,BME,BLACKMOUNTAINENERGY,ORDINARY FULLY PAID,AU0000187270,,,,,,,,,,#BME,$BME
313,BSX,BLACKSTONE LTD,ORDINARY FULLY PAID,AU000000BSX5,,,,,,,,,,#BSX,$BSX
314,BWF,BLACKWALL LIMITED,ORDINARY FULLY PAID,AU000000BWF4,,,,,,,,,,#BWF,$BWF
315,BLZ,BLAZE MINERALS LTD,ORDINARY FULLY PAID,AU000000BLZ5,,,,,,,,,,#BLZ,$BLZ
316,BLU,BLUE ENERGY LIMITED.,ORDINARY FULLY PAID,AU0000044364,,,,,,,,,,#BLU,$BLU
317,BNL,BLUE STAR HELIUM LTD,ORDINARY FULLY PAID,AU0000014458,,,,,,,,,,#BNL,$BNL
318,BBT,BLUEBET HOLDINGS LTD,ORDINARY FULLY PAID,AU0000157075,,,,,,,,,,#BBT,$BBT
319,BCT,BLUECHIIP LIMITED,ORDINARY FULLY PAID,AU000000BCT7,,,,,,,,,,#BCT,$BCT
320,BSL,BLUESCOPE STEEL LTD,ORDINARY FULLY PAID,AU000000BSL0,,,,,,,,,,#BSL,$BSL
321,BLG,BLUGLASS LIMITED,ORDINARY FULLY PAID,AU000000BLG5,,,,,,,,,,#BLG,$BLG
322,BMG,BMG RESOURCES LTD,ORDINARY FULLY PAID,AU000000BMG3,,,,,,,,,,#BMG,$BMG
323,BBC,BNK BANK CORP LTD,ORDINARY FULLY PAID,AU0000041857,,,,,,,,,,#BBC,$BBC
324,BML,BOAB METALS LTD,ORDINARY FULLY PAID,AU0000131849,,,,,,,,,,#BML,$BML
325,BOA,BOADICEA RESOURCES,ORDINARY FULLY PAID,AU000000BOA2,,,,,,,,,,#BOA,$BOA
326,BOD,BOD AUSTRALIA.,ORDINARY FULLY PAID,AU0000181331,,,,,,,,,,#BOD,$BOD
327,BKG,BOOKTOPIA GROUP,ORDINARY FULLY PAID,AU0000114977,,,,,,,,,,#BKG,$BKG
328,BOL,BOOM LOGISTICS,ORDINARY FULLY PAID,AU000000BOL9,,,,,,,,,,#BOL,$BOL
329,BLD,BORAL LIMITED.,ORDINARY FULLY PAID,AU000000BLD2,,,,,,,,,,#BLD,$BLD
330,BOE,BOSS ENERGY LTD,ORDINARY FULLY PAID,AU000000BOE4,,,,,,,,,,#BOE,$BOE
331,BTE,BOTALAENERGYLTD,ORDINARY FULLY PAID,AU0000224552,,,,,,,,,,#BTE,$BTE
332,BOT,BOTANIX PHARMA LTD,ORDINARY FULLY PAID,AU000000BOT2,,,,,,,,,,#BOT,$BOT
333,BUY,BOUNTY OIL & GAS NL,ORDINARY FULLY PAID,AU000000BUY9,,,,,,,,,,#BUY,$BUY
334,BCB,BOWEN COAL LIMITED,ORDINARY FULLY PAID,AU000000BCB5,,,,,,,,,,#BCB,$BCB
335,BHL,BOYUAN HOLDINGS,ORDINARY FULLY PAID,AU000000BHL3,,,,,,,,,,#BHL,$BHL
336,BPH,BPH ENERGY LTD,ORDINARY FULLY PAID,AU000000BPH4,,,,,,,,,,#BPH,$BPH
337,BPM,BPM MINERALS,ORDINARY FULLY PAID,AU0000119810,,,,,,,,,,#BPM,$BPM
338,BRN,BRAINCHIP LTD,ORDINARY FULLY PAID,AU000000BRN8,,,,,,,,,,#BRN,$BRN
339,BXB,BRAMBLES LIMITED,ORDINARY FULLY PAID,AU000000BXB1,,,,,,,,,,#BXB,$BXB
340,BVS,BRAVURA SOLUTION LTD,ORDINARY FULLY PAID,AU000000BVS9,,,,,,,,,,#BVS,$BVS
341,BRB,BREAKER RES NL,ORDINARY FULLY PAID,AU000000BRB3,,,,,,,,,,#BRB,$BRB
342,BRG,BREVILLE GROUP LTD,ORDINARY FULLY PAID,AU000000BRG2,,,,,,,,,,#BRG,$BRG
343,BKW,BRICKWORKS LIMITED,ORDINARY FULLY PAID,AU000000BKW4,,,,,,,,,,#BKW,$BKW
344,BTR,BRIGHTSTAR RESOURCES,ORDINARY FULLY PAID,AU0000126633,,,,,,,,,,#BTR,$BTR
345,BBL,BRISBANE BRONCOS,ORDINARY FULLY PAID,AU000000BBL6,,,,,,,,,,#BBL,$BBL
346,BCK,BROCKMAN MINING LTD,ORDINARY FULLY PAID,BMG1739E1084,,,,,,,,,,#BCK,$BCK
347,BEE,BROO LTD,ORDINARY FULLY PAID,AU000000BEE5,,,,,,,,,,#BEE,$BEE
348,BRK,BROOKSIDE ENERGY LTD,ORDINARY FULLY PAID,AU000000BRK4,,,,,,,,,,#BRK,$BRK
349,BYH,BRYAH RESOURCES LTD,ORDINARY FULLY PAID,AU000000BYH6,,,,,,,,,,#BYH,$BYH
350,BSA,BSA LIMITED,ORDINARY FULLY PAID,AU000000BSA3,,,,,,,,,,#BSA,$BSA
351,BFL,BSP FINANCIAL GROUP,ORDINARY FULLY PAID,PG000A2PEAQ9,,,,,,,,,,#BFL,$BFL
352,BTC,BTC HEALTH LTD,ORDINARY FULLY PAID,AU000000BTC7,,,,,,,,,,#BTC,$BTC
353,BUB,BUBS AUST LTD,ORDINARY FULLY PAID,AU000000BUB7,,,,,,,,,,#BUB,$BUB
354,BUD,BUDDY TECH,ORDINARY FULLY PAID,AU000000BUD3,,,,,,,,,,#BUD,$BUD
355,BNR,BULLETIN RES LTD,ORDINARY FULLY PAID,AU000000BNR8,,,,,,,,,,#BNR,$BNR
356,BDM,BURGUNDY D MINES LTD,ORDINARY FULLY PAID,AU0000118994,,,,,,,,,,#BDM,$BDM
357,BUR,BURLEYMINERALS,ORDINARY FULLY PAID,AU0000155699,,,,,,,,,,#BUR,$BUR
358,BRU,BURU ENERGY,ORDINARY FULLY PAID,AU000000BRU3,,,,,,,,,,#BRU,$BRU
359,BTN,BUTN LIMITED,ORDINARY FULLY PAID,AU0000156317,,,,,,,,,,#BTN,$BTN
360,BUX,BUXTON RESOURCES LTD,ORDINARY FULLY PAID,AU000000BUX1,,,,,,,,,,#BUX,$BUX
361,BWX,BWX LIMITED,ORDINARY FULLY PAID,AU000000BWX7,,,,,,,,,,#BWX,$BWX
362,BYE,BYRON ENERGY LTD,ORDINARY FULLY PAID,AU000000BYE3,,,,,,,,,,#BYE,$BYE
363,C29,C29METALSLIMITED,ORDINARY FULLY PAID,AU0000174237,,,,,,,,,,#C29,$C29
364,CDM,CADENCE CAPITAL,ORDINARY FULLY PAID,AU000000CDM8,,,,,,,,,,#CDM,$CDM
365,CAD,CAENEUS MINERALS,ORDINARY FULLY PAID,AU000000CAD3,,,,,,,,,,#CAD,$CAD
366,CAI,CALIDUS RESOURCES,ORDINARY FULLY PAID,AU000000CAI2,,,,,,,,,,#CAI,$CAI
367,CE1,CALIMA ENERGY,ORDINARY FULLY PAID,AU000000CE10,,,,,,,,,,#CE1,$CE1
368,CXL,CALIX LIMITED,ORDINARY FULLY PAID,AU0000017840,,,,,,,,,,#CXL,$CXL
369,CHL,CAMPLIFYHOLDINGS,ORDINARY FULLY PAID,AU0000153991,,,,,,,,,,#CHL,$CHL
370,CLB,CANDY CLUB,ORDINARY FULLY PAID,AU0000034712,,,,,,,,,,#CLB,$CLB
371,CGB,CANN GLOBAL LIMITED,ORDINARY FULLY PAID,AU0000038085,,,,,,,,,,#CGB,$CGB
372,CAN,CANN GROUP LTD,ORDINARY FULLY PAID,AU000000CAN2,,,,,,,,,,#CAN,$CAN
373,CANAG,CANN GROUP LTD,ORDINARY FULLY PAID,AU0000220998,,,,,,,,,,#CANAG,$CANAG
374,CAE,CANNINDAH RESOURCES,ORDINARY FULLY PAID,AU000000CAE1,,,,,,,,,,#CAE,$CAE
375,CNR,CANNON RESOURCES,ORDINARY FULLY PAID,AU0000156135,,,,,,,,,,#CNR,$CNR
376,CBY,CANTERBURY RESOURCES,ORDINARY FULLY PAID,AU0000028102,,,,,,,,,,#CBY,$CBY
377,CAY,CANYON RESOURCES LTD,ORDINARY FULLY PAID,AU000000CAY9,,,,,,,,,,#CAY,$CAY
378,CAG,CAPERANGELTD,ORDINARY FULLY PAID,AU000000CAG6,,,,,,,,,,#CAG,$CAG
379,CAJ,CAPITOL HEALTH,ORDINARY FULLY PAID,AU000000CAJ0,,,,,,,,,,#CAJ,$CAJ
380,CAA,CAPRAL LIMITED,ORDINARY FULLY PAID,AU000000CAA9,,,,,,,,,,#CAA,$CAA
381,CRS,CAPRICE RESOURCES,ORDINARY FULLY PAID,AU0000024275,,,,,,,,,,#CRS,$CRS
382,CMM,CAPRICORN METALS,ORDINARY FULLY PAID,AU000000CMM9,,,,,,,,,,#CMM,$CMM
383,CAQ,CAQ HOLDINGS LTD,ORDINARY FULLY PAID,AU000000CAQ5,,,,,,,,,,#CAQ,$CAQ
384,CVV,CARAVEL MINERALS LTD,ORDINARY FULLY PAID,AU000000CVV1,,,,,,,,,,#CVV,$CVV
385,CWX,CARAWINE RESOURCES,ORDINARY FULLY PAID,AU000000CWX5,,,,,,,,,,#CWX,$CWX
386,CRB,CARBINE RESOURCES,ORDINARY FULLY PAID,AU000000CRB1,,,,,,,,,,#CRB,$CRB
387,CRM,CARBON MINERALS LTD,ORDINARY FULLY PAID,AU000000CRM8,,,,,,,,,,#CRM,$CRM
388,CRMAM,CARBON MINERALS LTD,ORDINARY FULLY PAID,AU0000CRMAM1,,,,,,,,,,#CRMAM,$CRMAM
389,CBR,CARBON REVOLUTION,ORDINARY FULLY PAID,AU0000063695,,,,,,,,,,#CBR,$CBR
390,CG1,CARBONXT GROUP,ORDINARY FULLY PAID,AU000000CG18,,,,,,,,,,#CG1,$CG1
391,CDX,CARDIEX LIMITED,ORDINARY FULLY PAID,AU0000015729,,,,,,,,,,#CDX,$CDX
392,CDD,CARDNO LIMITED,ORDINARY FULLY PAID,AU000000CDD7,,,,,,,,,,#CDD,$CDD
393,CTQ,CARETEQ LIMITED,ORDINARY FULLY PAID,AU0000195240,,,,,,,,,,#CTQ,$CTQ
394,CIN,CARLTON INVESTMENTS,ORDINARY FULLY PAID,AU000000CIN5,,,,,,,,,,#CIN,$CIN
395,CL8,CARLY HOLDINGS LTD,ORDINARY FULLY PAID,AU000000CL86,,,,,,,,,,#CL8,$CL8
396,CNB,CARNABY RESOURCE LTD,ORDINARY FULLY PAID,AU0000046203,,,,,,,,,,#CNB,$CNB
397,CVN,CARNARVON ENERGY LTD,ORDINARY FULLY PAID,AU000000CVN8,,,,,,,,,,#CVN,$CVN
398,CAV,CARNAVALE RESOURCES,ORDINARY FULLY PAID,AU000000CAV5,,,,,,,,,,#CAV,$CAV
399,CCE,CARNEGIE CLN ENERGY,ORDINARY FULLY PAID,AU000000CCE7,,,,,,,,,,#CCE,$CCE
400,CAR,CARSALES.COM LTD.,ORDINARY FULLY PAID,AU000000CAR3,,,,,,,,,,#CAR,$CAR
401,CCV,CASH CONVERTERS,ORDINARY FULLY PAID,AU000000CCV1,,,,,,,,,,#CCV,$CCV
402,CPN,CASPIN RESOURCES,ORDINARY FULLY PAID,AU0000110702,,,,,,,,,,#CPN,$CPN
403,CMD,CASSIUS MINING LTD,ORDINARY FULLY PAID,AU000000CMD8,,,,,,,,,,#CMD,$CMD
404,CST,CASTILE RESOURCES,ORDINARY FULLY PAID,AU0000070419,,,,,,,,,,#CST,$CST
405,CCZ,CASTILLO COPPER LTD,ORDINARY FULLY PAID,AU000000CCZ2,,,,,,,,,,#CCZ,$CCZ
406,CDT,CASTLE MINERALS,ORDINARY FULLY PAID,AU000000CDT3,,,,,,,,,,#CDT,$CDT
407,CSF,CATALANOSEAFOODLTD,ORDINARY FULLY PAID,AU0000201915,,,,,,,,,,#CSF,$CSF
408,CYL,CATALYST METALS,ORDINARY FULLY PAID,AU000000CYL6,,,,,,,,,,#CYL,$CYL
409,CAT,CATAPULT GRP INT LTD,ORDINARY FULLY PAID,AU000000CAT9,,,,,,,,,,#CAT,$CAT
410,CXU,CAULDRON ENERGY LTD,ORDINARY FULLY PAID,AU000000CXU9,,,,,,,,,,#CXU,$CXU
411,CVR,CAVALIERRESOURCES,ORDINARY FULLY PAID,AU0000217655,,,,,,,,,,#CVR,$CVR
412,CAZ,CAZALY RESOURCES,ORDINARY FULLY PAID,AU000000CAZ6,,,,,,,,,,#CAZ,$CAZ
413,CDO,CDO OPPORTUNITY FUND,ORDINARY FULLY PAID,AU0000186165,,,,,,,,,,#CDO,$CDO
414,CWP,CEDAR WOODS PROP.,ORDINARY FULLY PAID,AU000000CWP1,,,,,,,,,,#CWP,$CWP
415,CLT,CELLNET GROUP,ORDINARY FULLY PAID,AU000000CLT6,,,,,,,,,,#CLT,$CLT
416,CLA,CELSIUS RESOURCE LTD,ORDINARY FULLY PAID,AU000000CLA6,,,,,,,,,,#CLA,$CLA
417,CTM,CENTAURUS METALS LTD,ORDINARY FULLY PAID,AU000000CTM4,,,,,,,,,,#CTM,$CTM
418,CTP,CENTRAL PETROLEUM,ORDINARY FULLY PAID,AU000000CTP7,,,,,,,,,,#CTP,$CTP
419,CAF,CENTREPOINT ALLIANCE,ORDINARY FULLY PAID,AU000000CAF8,,,,,,,,,,#CAF,$CAF
420,CXM,CENTREX LIMITED,ORDINARY FULLY PAID,AU000000CXM6,,,,,,,,,,#CXM,$CXM
421,CTT,CETTIRE,ORDINARY FULLY PAID,AU0000122210,,,,,,,,,,#CTT,$CTT
422,CFO,CFOAM LIMITED,ORDINARY FULLY PAID,AU000000CFO9,,,,,,,,,,#CFO,$CFO
423,CHN,CHALICE MINING LTD,ORDINARY FULLY PAID,AU000000CHN7,,,,,,,,,,#CHN,$CHN
424,CKM,CHALKOSMETALSLIMITED,ORDINARY FULLY PAID,AU0000224545,,,,,,,,,,#CKM,$CKM
425,CEL,CHALLENGER EXP LTD,ORDINARY FULLY PAID,AU000000CEL8,,,,,,,,,,#CEL,$CEL
426,CGF,CHALLENGER LIMITED,ORDINARY FULLY PAID,AU000000CGF5,,,,,,,,,,#CGF,$CGF
427,CIA,CHAMPION IRON LTD,ORDINARY FULLY PAID,AU000000CIA2,,,,,,,,,,#CIA,$CIA
428,CCA,CHANGE FINANCIAL LTD,ORDINARY FULLY PAID,AU000000CCA5,,,,,,,,,,#CCA,$CCA
429,CHR,CHARGER METALS,ORDINARY FULLY PAID,AU0000156143,,,,,,,,,,#CHR,$CHR
430,CML,CHASE MINING LIMITED,ORDINARY FULLY PAID,AU0000037616,,,,,,,,,,#CML,$CML
431,CMX,CHEMXMATERIALS,ORDINARY FULLY PAID,AU0000190290,,,,,,,,,,#CMX,$CMX
432,CHZ,CHESSER RESOURCES,ORDINARY FULLY PAID,AU000000CHZ1,,,,,,,,,,#CHZ,$CHZ
433,CHM,CHIMERIC THERAPEUTIC,ORDINARY FULLY PAID,AU0000121576,,,,,,,,,,#CHM,$CHM
434,C79,CHRYSOSCORPLTD,ORDINARY FULLY PAID,AU0000218190,,,,,,,,,,#C79,$C79
435,CII,CI RESOURCES LIMITED,ORDINARY FULLY PAID,AU000000CII5,,,,,,,,,,#CII,$CII
436,CIM,CIMIC GROUP LTD,ORDINARY FULLY PAID,AU000000CIM7,,,,,,,,,,#CIM,$CIM
437,CPT,CIPHERPOINT LIMITED,ORDINARY FULLY PAID,AU0000073827,,,,,,,,,,#CPT,$CPT
438,CNW,CIRRUS NET HOLD LTD,ORDINARY FULLY PAID,AU000000CNW6,,,,,,,,,,#CNW,$CNW
439,CTO,CITIGOLD CORP LTD,ORDINARY FULLY PAID,AU000000CTO0,,,,,,,,,,#CTO,$CTO
440,CCX,CITY CHIC COLLECTIVE,ORDINARY FULLY PAID,AU0000031767,,,,,,,,,,#CCX,$CCX
441,CU6,CLARITY PHARMA,ORDINARY FULLY PAID,AU0000165375,,,,,,,,,,#CU6,$CU6
442,CLZ,CLASSIC MIN LTD,ORDINARY FULLY PAID,AU000000CLZ3,,,,,,,,,,#CLZ,$CLZ
443,CSS,CLEAN SEAS LTD,ORDINARY FULLY PAID,AU000000CSS3,,,,,,,,,,#CSS,$CSS
444,CNQ,CLEAN TEQ WATER,ORDINARY FULLY PAID,AU0000153280,,,,,,,,,,#CNQ,$CNQ
445,CWY,CLEANAWAY WASTE LTD,ORDINARY FULLY PAID,AU000000CWY3,,,,,,,,,,#CWY,$CWY
446,CSX,CLEANSPACE HOLDINGS,ORDINARY FULLY PAID,AU0000107831,,,,,,,,,,#CSX,$CSX
447,CVW,CLEARVIEW WEALTH LTD,ORDINARY FULLY PAID,AU000000CVW9,,,,,,,,,,#CVW,$CVW
448,CPV,CLEARVUE TECHNOLOGIE,ORDINARY FULLY PAID,AU0000003816,,,,,,,,,,#CPV,$CPV
449,CAM,CLIME CAPITAL,ORDINARY FULLY PAID,AU000000CAM4,,,,,,,,,,#CAM,$CAM
450,CIW,CLIME INVESTMENT,ORDINARY FULLY PAID,AU000000CIW6,,,,,,,,,,#CIW,$CIW
451,CUV,CLINUVEL PHARMACEUT.,ORDINARY FULLY PAID,AU000000CUV3,,,,,,,,,,#CUV,$CUV
452,CLG,CLOSE LOOP,ORDINARY FULLY PAID,AU0000186504,,,,,,,,,,#CLG,$CLG
453,CLV,CLOVER CORPORATION,ORDINARY FULLY PAID,AU000000CLV2,,,,,,,,,,#CLV,$CLV
